book_key,canonical_genre,count
34,fiction,521
34,romance,1093
34,young_adult,103
35,classics,3089
35,contemporary,520
35,ebooks,131
35,fantasy,2297
35,fiction,9712
35,historical_fiction,334
35,philosophy,1979
35,romance,101
35,self_help,452
35,travel,198
35,young_adult,166
36,children,933
36,classics,540
36,contemporary,98
36,ebooks,204
36,fantasy,252
36,fiction,642
36,philosophy,177
36,science_fiction,351
36,young_adult,271
37,children,5085
37,christian,1067
37,classics,7012
37,fantasy,19280
37,fiction,5422
37,science_fiction,134
37,young_adult,3832
38,chick_lit,894
38,classics,297
38,contemporary,1127
38,fantasy,3009
38,fiction,8573
38,historical_fiction,112
38,paranormal,227
38,romance,4778
38,science_fiction,162
38,travel,139
39,classics,184
39,contemporary,162
39,ebooks,435
39,fantasy,1422
39,fiction,7784
39,historical_fiction,336
39,romance,239
39,science_fiction,492
40,biography,995
40,chick_lit,914
40,contemporary,398
40,ebooks,80
40,fiction,1182
40,humor,85
40,memoir,2981
40,nonfiction,1747
40,philosophy,103
40,romance,562
40,self_help,275
40,travel,2025
41,children,2154
41,contemporary,185
41,ebooks,244
41,fantasy,16461
41,fiction,3065
41,humor,222
41,mystery,202
41,paranormal,399
41,young_adult,7898
42,chick_lit,274
42,children,1489
42,classics,20533
42,ebooks,251
42,fiction,5990
42,historical_fiction,2099
42,history,132
42,romance,1136
42,young_adult,2123
43,ebooks,303
43,fiction,374
43,history,130
43,mystery,284
43,romance,213
43,young_adult,164
44,chick_lit,1440
44,classics,178
44,contemporary,719
44,ebooks,96
44,fiction,3160
44,historical_fiction,136
44,romance,1257
44,young_adult,142
45,classics,1251
45,contemporary,1021
45,ebooks,135
45,fantasy,2012
45,fiction,472
45,philosophy,634
45,travel,134
45,young_adult,540
46,classics,212
46,contemporary,157
46,fiction,1937
46,historical_fiction,1445
46,history,148
46,romance,742
46,young_adult,87
47,classics,1222
47,contemporary,526
47,ebooks,297
47,fantasy,561
47,fiction,9253
47,historical_fiction,13616
47,history,1122
47,young_adult,8605
48,classics,14903
48,ebooks,158
48,fantasy,842
48,fiction,9502
48,philosophy,145
48,science,156
48,science_fiction,8319
48,young_adult,418
49,chick_lit,524
49,contemporary,365
49,ebooks,145
49,fantasy,10301
49,fiction,4263
49,horror,284
49,paranormal,4063
49,romance,6697
49,science_fiction,154
49,young_adult,12552
50,children,5042
50,classics,1682
50,fantasy,169
50,fiction,1379
50,humor,846
50,nonfiction,65
50,poetry,9108
50,young_adult,781
52,chick_lit,500
52,contemporary,334
52,fantasy,9913
52,fiction,4083
52,horror,240
52,paranormal,3971
52,romance,6445
52,science_fiction,157
52,young_adult,12141
53,children,565
53,ebooks,88
53,fantasy,18952
53,fiction,2492
53,paranormal,125
53,romance,103
53,science_fiction,139
53,young_adult,5509
54,classics,2829
54,contemporary,127
54,ebooks,151
54,fantasy,3428
54,fiction,7012
54,humor,4397
54,science,224
54,science_fiction,10977
54,young_adult,307
55,classics,12212
55,ebooks,147
55,fantasy,719
55,fiction,9497
55,philosophy,551
55,science,218
55,science_fiction,7151
55,young_adult,143
56,contemporary,314
56,fantasy,596
56,fiction,186
56,paranormal,156
56,romance,282
56,science_fiction,164
56,young_adult,496
57,chick_lit,452
57,classics,454
57,contemporary,438
57,fiction,6543
57,historical_fiction,2035
57,romance,79
57,young_adult,646
58,children,1014
58,classics,17401
58,ebooks,147
58,fiction,7519
58,historical_fiction,1481
58,history,130
58,humor,323
58,young_adult,1384
59,children,7037
59,classics,5641
59,fantasy,1278
59,fiction,3568
59,young_adult,1358
60,classics,236
60,crime,31
60,ebooks,101
60,fiction,1099
60,mystery,188
60,suspense,31
60,young_adult,380
61,contemporary,1176
61,crime,1629
61,ebooks,296
61,fiction,6964
61,mystery,7100
61,suspense,1514
61,thriller,4653
63,classics,23760
63,ebooks,266
63,fiction,6848
63,historical_fiction,1168
63,romance,3675
64,chick_lit,901
64,contemporary,903
64,ebooks,65
64,fiction,4763
64,romance,93
64,young_adult,581
65,classics,9243
65,contemporary,179
65,ebooks,154
65,fantasy,491
65,fiction,8881
65,historical_fiction,1139
65,history,270
65,humor,390
65,philosophy,107
65,science_fiction,3863
66,chick_lit,125
66,classics,10242
66,fiction,4259
66,historical_fiction,5000
66,history,363
66,romance,2570
67,classics,229
67,contemporary,756
67,ebooks,104
67,fiction,6699
67,historical_fiction,2717
67,history,189
67,romance,138
67,young_adult,66
68,classics,754
68,contemporary,3125
68,ebooks,276
68,fiction,5424
68,young_adult,414
69,ebooks,479
69,fantasy,3108
69,fiction,3645
69,romance,2390
69,science_fiction,3093
69,young_adult,12333
70,children,278
70,classics,1554
70,ebooks,196
70,fantasy,2376
70,fiction,6023
70,science,247
70,science_fiction,13142
70,young_adult,4002
71,classics,19277
71,ebooks,248
71,fantasy,1632
71,fiction,6948
71,historical_fiction,263
71,horror,6371
71,mystery,127
71,paranormal,220
71,science,127
71,thriller,205
72,contemporary,103
72,ebooks,143
72,fantasy,558
72,fiction,3989
72,mystery,426
72,science_fiction,79
72,suspense,376
73,chick_lit,128
73,contemporary,103
73,fantasy,160
73,fiction,2291
73,paranormal,1296
73,romance,125
73,science_fiction,3479
73,suspense,104
73,thriller,103
73,young_adult,216
74,contemporary,3108
74,ebooks,245
74,fiction,3372
74,mystery,372
74,romance,1877
74,young_adult,9825
76,chick_lit,244
76,ebooks,221
76,fiction,5117
76,historical_fiction,1155
76,history,97
77,children,2165
77,classics,541
77,contemporary,411
77,crime,76
77,fantasy,252
77,fiction,3049
77,humor,221
77,mystery,662
77,young_adult,4277
78,chick_lit,3371
78,classics,25
78,contemporary,578
78,ebooks,31
78,fiction,2451
78,humor,277
78,romance,450
78,young_adult,75
79,classics,14238
79,ebooks,78
79,fantasy,1271
79,fiction,3670
79,historical_fiction,440
79,history,555
79,philosophy,98
79,poetry,3418
79,travel,70
80,children,4883
80,classics,265
80,ebooks,109
80,fantasy,3739
80,fiction,111
80,philosophy,1055
80,science_fiction,145
80,young_adult,1111
81,biography,1269
81,classics,136
81,contemporary,254
81,ebooks,68
81,fiction,696
81,memoir,4218
81,nonfiction,2094
81,young_adult,63
83,classics,16170
83,ebooks,228
83,fiction,5394
83,historical_fiction,2515
83,history,336
83,romance,238
83,young_adult,78
84,classics,336
84,contemporary,127
84,ebooks,64
84,fantasy,690
84,fiction,4246
84,horror,506
84,mystery,95
84,science,187
84,science_fiction,4264
84,suspense,300
84,thriller,1547
84,young_adult,46
85,children,5683
85,classics,1922
85,fantasy,216
85,fiction,1815
85,philosophy,87
85,poetry,1401
85,young_adult,441
86,classics,53
86,contemporary,82
86,crime,530
86,ebooks,38
86,fiction,2571
86,historical_fiction,29
86,mystery,1115
86,suspense,420
86,thriller,989
87,biography,253
87,classics,3905
87,contemporary,69
87,fiction,772
87,historical_fiction,662
87,history,2936
87,horror,75
87,memoir,440
87,nonfiction,2742
87,philosophy,68
87,young_adult,315
88,contemporary,708
88,fiction,584
88,humor,227
88,mystery,157
88,romance,248
88,young_adult,1443
89,children,317
89,contemporary,70
89,ebooks,121
89,historical_fiction,196
89,science_fiction,65
90,children,331
90,classics,1995
90,contemporary,299
90,crime,98
90,fiction,3636
90,historical_fiction,495
90,young_adult,479
91,ebooks,328
91,fantasy,2057
91,fiction,2402
91,mystery,643
91,romance,136
91,science_fiction,3371
91,suspense,241
91,thriller,298
91,young_adult,8580
92,business,133
92,contemporary,42
92,ebooks,66
92,fiction,41
92,history,91
92,humor,45
92,nonfiction,2959
92,philosophy,106
92,science,878
92,self_help,58
93,children,4561
93,classics,12224
93,ebooks,150
93,fantasy,379
93,fiction,3873
93,historical_fiction,855
93,mystery,102
93,young_adult,1775
94,classics,5578
94,contemporary,175
94,fiction,262
94,romance,114
95,classics,18319
95,ebooks,328
95,fantasy,1540
95,fiction,6774
95,historical_fiction,332
95,horror,1922
95,mystery,210
95,paranormal,176
95,philosophy,200
96,chick_lit,591
96,contemporary,758
96,ebooks,318
96,fantasy,78
96,fiction,1364
96,romance,377
97,classics,14939
97,ebooks,293
97,fantasy,3349
97,fiction,5137
97,historical_fiction,275
97,horror,7930
97,mystery,269
97,paranormal,899
97,romance,188
97,science_fiction,107
97,suspense,127
97,thriller,290
98,contemporary,561
98,crime,2381
98,ebooks,192
98,fiction,6521
98,mystery,5430
98,suspense,884
98,thriller,583
99,contemporary,63
99,fiction,92
99,romance,284
99,young_adult,51
100,classics,552
100,contemporary,311
100,ebooks,49
100,fiction,1220
100,historical_fiction,2272
100,history,116
100,travel,63
101,biography,478
101,contemporary,182
101,ebooks,60
101,fiction,676
101,humor,3613
101,memoir,2043
101,nonfiction,1596
102,art,52
102,children,5845
102,classics,1553
102,fantasy,1493
102,fiction,1594
102,humor,50
102,young_adult,210
103,classics,13748
103,crime,67
103,ebooks,194
103,fantasy,66
103,fiction,5012
103,historical_fiction,1729
103,history,180
103,mystery,121
103,romance,398
103,thriller,108
104,classics,916
104,contemporary,482
104,ebooks,86
104,fantasy,246
104,fiction,1270
104,horror,979
104,science_fiction,2097
104,suspense,78
104,thriller,144
105,ebooks,379
105,fantasy,2172
105,fiction,2860
105,romance,1911
105,science_fiction,2393
105,young_adult,9373
106,biography,2347
106,chick_lit,76
106,contemporary,135
106,ebooks,128
106,fiction,85
106,humor,3748
106,memoir,3631
106,nonfiction,2805
107,classics,79
107,contemporary,33
107,ebooks,79
107,fiction,82
107,historical_fiction,42
107,romance,154
108,chick_lit,159
108,contemporary,73
108,fiction,93
108,humor,44
108,romance,91
108,young_adult,108
109,classics,12407
109,ebooks,237
109,fiction,3888
109,historical_fiction,2067
109,history,319
109,romance,387
111,chick_lit,206
111,classics,40
111,contemporary,425
111,ebooks,36
111,fiction,3737
111,historical_fiction,228
111,mystery,44
111,romance,31
111,young_adult,27
112,chick_lit,148
112,contemporary,253
112,ebooks,278
112,fiction,381
112,romance,609
113,classics,8530
113,contemporary,124
113,ebooks,72
113,fiction,7409
113,historical_fiction,1056
113,history,175
113,humor,1102
114,biography,839
114,classics,473
114,contemporary,346
114,ebooks,47
114,fiction,1317
114,memoir,1151
114,nonfiction,1185
114,philosophy,447
114,self_help,261
114,young_adult,63
115,classics,316
115,contemporary,759
115,fiction,6142
115,historical_fiction,851
115,history,78
116,children,1247
116,classics,10669
116,ebooks,128
116,fiction,4383
116,historical_fiction,827
116,history,80
116,humor,280
116,young_adult,964
117,children,3558
117,classics,3925
117,fantasy,8912
117,fiction,4319
117,science,125
117,science_fiction,3484
117,young_adult,4618
118,chick_lit,265
118,classics,982
118,contemporary,440
118,ebooks,39
118,fiction,461
118,historical_fiction,84
118,history,65
118,memoir,34
118,romance,37
118,young_adult,50
119,classics,5711
119,contemporary,323
119,ebooks,208
119,fantasy,1103
119,fiction,9562
119,horror,153
119,science_fiction,3930
120,chick_lit,1165
120,children,162
120,contemporary,732
120,fiction,1445
120,humor,55
120,romance,682
120,travel,49
120,young_adult,4331
121,classics,819
121,contemporary,135
121,ebooks,85
121,fiction,1029
121,historical_fiction,65
121,romance,60
122,classics,210
122,contemporary,185
122,fantasy,229
122,fiction,113
122,paranormal,106
122,romance,126
122,science_fiction,79
122,young_adult,167
124,contemporary,1437
124,crime,332
124,ebooks,204
124,fiction,5921
124,horror,105
124,mystery,218
124,suspense,190
124,thriller,281
124,young_adult,88
125,classics,13787
125,ebooks,91
125,fantasy,71
125,fiction,3145
125,historical_fiction,328
125,poetry,612
125,romance,85
126,classics,2020
126,ebooks,83
126,fantasy,2760
126,fiction,4322
126,philosophy,59
126,science,175
126,science_fiction,9794
127,business,2079
127,ebooks,56
127,fiction,35
127,history,76
127,nonfiction,2179
127,philosophy,201
127,science,547
127,self_help,282
128,biography,4555
128,business,1113
128,ebooks,119
128,history,296
128,memoir,120
128,nonfiction,713
128,science,62
129,classics,6560
129,contemporary,238
129,ebooks,55
129,fiction,5244
129,historical_fiction,71
129,humor,67
130,classics,10485
130,ebooks,69
130,fiction,6306
130,historical_fiction,101
130,young_adult,86
131,classics,10927
131,fiction,5804
131,historical_fiction,1786
131,history,278
131,young_adult,70
132,christian,149
132,classics,29
132,contemporary,84
132,ebooks,58
132,fiction,245
132,nonfiction,77
132,romance,40
132,young_adult,45
133,chick_lit,76
133,children,2916
133,ebooks,96
133,fiction,3489
133,historical_fiction,1379
133,romance,259
133,young_adult,2896
135,contemporary,84
135,ebooks,276
135,fantasy,22080
135,fiction,4374
135,historical_fiction,126
135,romance,78
135,science_fiction,208
136,chick_lit,1133
136,classics,29
136,contemporary,197
136,fiction,2453
136,historical_fiction,89
136,humor,109
136,romance,48
136,young_adult,50
137,ebooks,291
137,fantasy,5077
137,fiction,3770
137,historical_fiction,8429
137,history,459
137,paranormal,292
137,romance,6193
137,science_fiction,526
138,history,176
138,romance,384
138,young_adult,158
139,children,380
139,contemporary,186
139,ebooks,301
139,fantasy,9445
139,fiction,3710
139,historical_fiction,979
139,horror,1178
139,mystery,1752
139,paranormal,2271
139,romance,286
139,science_fiction,365
139,suspense,159
139,thriller,193
139,young_adult,7740
140,contemporary,486
140,crime,2026
140,ebooks,202
140,fiction,5675
140,mystery,4304
140,suspense,721
140,thriller,2897
141,contemporary,324
141,ebooks,321
141,fantasy,322
141,humor,511
141,science,818
141,science_fiction,219
141,thriller,729
142,classics,340
142,contemporary,104
142,ebooks,93
142,fantasy,367
142,fiction,4141
142,historical_fiction,7569
142,history,656
142,mystery,63
142,romance,172
142,suspense,49
142,thriller,68
144,biography,2995
144,christian,81
144,ebooks,83
144,fiction,163
144,historical_fiction,299
144,history,3265
144,memoir,360
144,nonfiction,2322
144,sports,94
145,contemporary,137
145,crime,297
145,ebooks,72
145,fantasy,52
145,fiction,3201
145,historical_fiction,33
145,mystery,1594
145,romance,37
145,science,43
145,science_fiction,288
145,suspense,556
145,thriller,2273
146,art,482
146,contemporary,974
146,crime,111
146,ebooks,154
146,fiction,5434
146,mystery,394
147,contemporary,347
147,ebooks,224
147,fiction,334
147,romance,467
147,suspense,111
147,thriller,102
147,young_adult,828
148,art,677
148,chick_lit,64
148,classics,671
148,contemporary,107
148,fiction,2943
148,historical_fiction,5028
148,history,260
148,romance,463
148,young_adult,80
149,chick_lit,229
149,contemporary,2689
149,ebooks,265
149,fantasy,280
149,fiction,1777
149,music,479
149,paranormal,315
149,romance,2829
149,young_adult,6931
150,christian,167
150,contemporary,86
150,fantasy,29
150,fiction,172
150,historical_fiction,270
150,history,231
151,children,1294
151,contemporary,123
151,ebooks,203
151,fantasy,10652
151,fiction,1802
151,humor,169
151,paranormal,229
151,romance,98
151,young_adult,4885
152,chick_lit,670
152,contemporary,458
152,ebooks,48
152,fiction,1149
152,romance,2802
152,young_adult,156
153,contemporary,160
153,ebooks,280
153,fantasy,9290
153,fiction,1261
153,paranormal,3058
153,romance,2443
153,young_adult,7781
154,ebooks,65
154,fantasy,181
154,fiction,2694
154,historical_fiction,386
154,history,85
154,horror,83
154,paranormal,63
154,poetry,533
154,young_adult,70
155,classics,5219
155,ebooks,107
155,fantasy,22700
155,fiction,5148
155,science_fiction,216
155,young_adult,333
156,chick_lit,3103
156,contemporary,379
156,ebooks,57
156,fiction,521
156,humor,26
156,romance,1431
156,young_adult,29
157,children,5372
157,classics,1290
157,fantasy,258
157,fiction,1213
157,humor,265
157,poetry,558
157,young_adult,108
158,children,2501
158,classics,333
158,ebooks,60
158,fiction,2623
158,humor,360
158,young_adult,1129
159,children,1053
159,contemporary,105
159,ebooks,178
159,fantasy,9218
159,fiction,1562
159,humor,139
159,mystery,92
159,paranormal,195
159,romance,186
159,young_adult,4230
160,classics,15539
160,ebooks,165
160,fiction,5149
160,historical_fiction,807
160,romance,270
160,young_adult,97
161,classics,4963
161,ebooks,99
161,fantasy,21885
161,fiction,5010
161,science_fiction,204
161,young_adult,311
162,classics,6783
162,contemporary,84
162,crime,135
162,ebooks,72
162,fiction,6137
162,philosophy,3121
163,children,379
163,fantasy,2394
163,fiction,376
163,mystery,131
163,romance,71
163,young_adult,994
164,chick_lit,336
164,contemporary,3286
164,ebooks,320
164,fiction,2912
164,historical_fiction,289
164,music,182
164,romance,5064
164,young_adult,9280
165,contemporary,81
165,fantasy,21423
165,fiction,4169
165,historical_fiction,114
165,science_fiction,207
166,chick_lit,90
166,ebooks,192
166,fantasy,1264
166,fiction,1306
166,romance,2823
166,science_fiction,1496
166,young_adult,6907
167,classics,170
167,contemporary,582
167,ebooks,242
167,fantasy,16071
167,fiction,6342
167,horror,524
167,mystery,269
167,paranormal,316
167,science_fiction,817
167,thriller,134
168,classics,252
168,contemporary,65
168,ebooks,86
168,fantasy,1750
168,fiction,3813
168,horror,6522
168,mystery,131
168,paranormal,130
168,science_fiction,1102
168,suspense,219
168,thriller,626
169,chick_lit,607
169,contemporary,576
169,ebooks,66
169,fiction,942
169,music,37
169,romance,2496
169,young_adult,581
170,contemporary,139
170,crime,310
170,ebooks,70
170,fantasy,42
170,fiction,3234
170,historical_fiction,27
170,mystery,1479
170,romance,39
170,science,35
170,science_fiction,283
170,suspense,510
170,thriller,2213
171,chick_lit,232
171,classics,16215
171,ebooks,199
171,fiction,4470
171,historical_fiction,957
171,history,83
171,humor,96
171,romance,3047
172,classics,13442
172,ebooks,248
172,fiction,5054
172,historical_fiction,1089
172,history,121
172,romance,1197
173,classics,658
173,ebooks,81
173,fantasy,153
173,fiction,496
173,horror,411
173,mystery,67
173,philosophy,61
173,science_fiction,220
173,thriller,84
173,young_adult,62
174,christian,1362
174,contemporary,110
174,ebooks,33
174,fantasy,142
174,fiction,2596
174,mystery,94
174,philosophy,84
174,self_help,35
174,suspense,41
175,children,995
175,contemporary,108
175,ebooks,174
175,fantasy,8869
175,fiction,1495
175,humor,154
175,paranormal,184
175,romance,274
175,young_adult,4151
176,classics,173
176,contemporary,82
176,ebooks,106
176,fantasy,667
176,fiction,2604
176,horror,8415
176,mystery,240
176,paranormal,255
176,science_fiction,89
176,suspense,180
176,thriller,645
177,classics,139
177,crime,550
177,fiction,5706
177,historical_fiction,282
177,history,68
177,mystery,241
177,philosophy,619
178,classics,1423
178,contemporary,282
178,ebooks,85
178,fiction,819
178,historical_fiction,77
178,memoir,59
178,nonfiction,133
179,biography,1312
179,classics,552
179,contemporary,92
179,fiction,877
179,historical_fiction,274
179,history,318
179,memoir,2150
179,nonfiction,1122
180,biography,70
180,classics,4693
180,ebooks,99
180,fiction,4490
180,historical_fiction,452
180,history,104
180,philosophy,2248
180,self_help,56
181,biography,259
181,classics,2846
181,contemporary,55
181,crime,1539
181,ebooks,59
181,fiction,1028
181,historical_fiction,128
181,history,706
181,horror,103
181,mystery,734
181,nonfiction,2228
181,suspense,103
181,thriller,263
182,contemporary,114
182,ebooks,200
182,fantasy,4509
182,fiction,876
182,mystery,188
182,paranormal,2387
182,romance,2035
182,young_adult,4950
183,ebooks,214
183,fantasy,7552
183,fiction,952
183,historical_fiction,1215
183,mystery,218
183,paranormal,2420
183,romance,2061
183,science_fiction,262
183,young_adult,6090
184,children,109
184,contemporary,67
184,fantasy,111
184,fiction,134
184,humor,409
184,paranormal,66
184,young_adult,1019
185,contemporary,247
185,ebooks,251
185,fantasy,11645
185,fiction,5288
185,historical_fiction,1710
185,mystery,464
185,paranormal,539
185,romance,2617
185,young_adult,1187
186,chick_lit,240
186,classics,82
186,contemporary,53
186,ebooks,46
186,fiction,2081
186,historical_fiction,7515
186,history,452
186,romance,833
186,young_adult,29
187,ebooks,150
187,fantasy,1426
187,fiction,1575
187,romance,762
187,science_fiction,2516
187,young_adult,6804
188,contemporary,69
188,ebooks,259
188,fantasy,18409
188,fiction,3591
188,historical_fiction,100
188,science_fiction,177
189,classics,3904
189,ebooks,74
189,fantasy,13690
189,fiction,3758
189,science_fiction,142
189,young_adult,278
190,biography,1079
190,chick_lit,56
190,contemporary,143
190,ebooks,123
190,fiction,208
190,memoir,3547
190,nonfiction,2017
190,travel,1528
191,classics,415
191,contemporary,60
191,crime,129
191,fantasy,960
191,fiction,2230
191,manga,66
191,mystery,235
191,philosophy,64
191,science_fiction,321
191,thriller,60
192,ebooks,167
192,fantasy,20679
192,fiction,2801
192,romance,111
192,science_fiction,195
192,young_adult,155
193,business,218
193,contemporary,41
193,ebooks,69
193,history,78
193,nonfiction,2379
193,science,65
193,self_help,120
194,classics,9249
194,ebooks,136
194,fantasy,59
194,fiction,4630
194,historical_fiction,413
194,history,87
194,philosophy,62
195,chick_lit,204
195,contemporary,185
195,ebooks,60
195,fiction,4380
195,historical_fiction,5354
195,history,320
195,humor,138
195,romance,604
196,classics,726
196,contemporary,969
196,crime,141
196,ebooks,95
196,fantasy,51
196,fiction,5131
196,horror,51
196,humor,93
196,mystery,251
196,philosophy,83
196,suspense,58
196,thriller,658
197,chick_lit,327
197,contemporary,165
197,crime,73
197,ebooks,153
197,fantasy,4300
197,fiction,1956
197,horror,545
197,humor,111
197,mystery,1652
197,paranormal,2896
197,romance,1986
197,science_fiction,85
197,suspense,68
197,thriller,70
197,young_adult,133
198,classics,101
198,ebooks,69
198,fiction,870
198,historical_fiction,502
198,history,35
199,biography,475
199,chick_lit,32
199,contemporary,126
199,fiction,361
199,humor,322
199,memoir,807
199,nonfiction,810
199,romance,38
199,young_adult,39
200,classics,3927
200,crime,1616
200,ebooks,115
200,fiction,3259
200,historical_fiction,70
200,horror,168
200,mystery,8809
200,suspense,397
200,thriller,937
200,young_adult,71
201,contemporary,242
201,crime,370
201,ebooks,131
201,fantasy,112
201,fiction,4749
201,historical_fiction,545
201,history,145
201,mystery,3129
201,science_fiction,68
201,suspense,697
201,thriller,2703
202,contemporary,87
202,ebooks,153
202,fantasy,3508
202,fiction,578
202,mystery,209
202,paranormal,2600
202,romance,2493
202,young_adult,4680
203,chick_lit,452
203,contemporary,1468
203,ebooks,249
203,fiction,553
203,romance,3618
203,young_adult,1338
204,children,354
204,classics,12436
204,ebooks,217
204,fantasy,1128
204,fiction,4069
204,historical_fiction,475
204,paranormal,118
204,young_adult,117
205,classics,338
205,contemporary,82
205,ebooks,76
205,fantasy,2023
205,fiction,1250
205,historical_fiction,367
205,horror,1949
205,mystery,74
205,paranormal,552
205,romance,145
205,science_fiction,76
205,suspense,59
205,thriller,63
206,ebooks,287
206,fantasy,1745
206,fiction,1007
206,romance,4161
206,science_fiction,548
206,young_adult,5878
207,chick_lit,978
207,contemporary,309
207,crime,575
207,ebooks,76
207,fiction,1577
207,humor,935
207,mystery,4193
207,romance,649
207,suspense,146
207,thriller,143
208,biography,2071
208,contemporary,67
208,ebooks,88
208,fiction,108
208,historical_fiction,58
208,history,1987
208,memoir,210
208,nonfiction,3776
208,science,3297
209,classics,234
209,contemporary,70
209,crime,909
209,ebooks,45
209,fiction,2105
209,horror,2470
209,mystery,1015
209,suspense,339
209,thriller,1642
211,business,1141
211,ebooks,38
211,fiction,36
211,nonfiction,2325
211,philosophy,191
211,science,757
211,self_help,465
212,classics,977
212,contemporary,57
212,fiction,709
212,historical_fiction,2962
212,history,130
212,mystery,62
212,romance,1204
213,classics,7581
213,ebooks,127
213,fantasy,1002
213,fiction,4366
213,horror,468
213,philosophy,703
213,science_fiction,135
214,children,1122
