book_key,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,early_title_key,strict_title_key,lead_author,known_language,known_publication_year,reading_intent_count,main_genre,main_genre_tag_count,main_genre_cleaned_book_count,star_rating_total,star_rating_weighted_mean,star_average_gap,demand_absolute_score,exposure_gap_score,quality_score,genre_rarity_score,reader_intent_contribution,exposure_gap_contribution,genre_scarcity_contribution,quality_contribution,first_review_score
2263,7501962,7501962,6801520,37,1595551387,9781595551380.0,Eric Metaxas,2009.0,"Bonhoeffer: Pastor, Martyr, Prophet, Spy","Bonhoeffer: Pastor, Martyr, Prophet, Spy",eng,4.23,35611,38613,2924,1234,1342,4577,11574,19886,https://images.gr-assets.com/books/1298218180m/7501962.jpg,https://images.gr-assets.com/books/1298218180s/7501962.jpg,"bonhoeffer: pastor, martyr, prophet, spy",bonhoeffer pastor martyr prophet spy,Eric Metaxas,True,True,266,biography,326,118,38613,4.231087975552275,-0.0010879755522745782,92.45437657086657,30.258988088733474,82.67948858048301,88.45481368156486,31.434488034094638,7.262157141296034,19.46005900994427,16.535897716096603,74.69260190143154
3491,20342617,20342617,28323940,18,812994523,9780812994520.0,Bryan Stevenson,2014.0,Just Mercy: A Story of Justice and Redemption,Just Mercy: A Story of Justice and Redemption,eng,4.58,27173,32008,5356,223,371,1791,7720,21903,https://images.gr-assets.com/books/1420795201m/20342617.jpg,https://images.gr-assets.com/books/1420795201s/20342617.jpg,just mercy: a story of justice and redemption,just mercy story of justice and redemption,Bryan Stevenson,True,True,158,nonfiction,710,257,32008,4.584260184953761,-0.004260184953761126,85.66276909627362,39.722434706589446,99.46453939460169,73.31439186974102,29.125341492733032,9.533384329581466,16.129166211343023,19.89290787892034,74.68079991257785
6037,18736925,18736925,26224121,68,067443000X,9780674430010.0,"Thomas Piketty, Arthur Goldhammer",2013.0,Le capital au XXIe siècle ,Capital in the Twenty-First Century,eng,4.01,13045,15081,1363,474,734,2573,5653,5647,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,le capital au xxie siècle,le capital au xxie si cle,Thomas Piketty,True,True,133,history,303,194,15081,4.012200782441482,-0.002200782441482474,82.48825264998361,77.93683750409791,49.30062288274505,80.49939897278986,28.04600590099443,18.704841000983496,17.70986777401377,9.860124576549012,74.32083925254071
5327,457264,457264,879666,126,679724516,9780679724510.0,"Simone de Beauvoir, H.M. Parshley, Deirdre Bair",1949.0,"Le deuxième sexe: I. Les faits et les mythes, II. L'expérience vécue",The Second Sex,eng,4.09,18648,21160,833,243,794,3876,8087,8160,https://images.gr-assets.com/books/1327978178m/457264.jpg,https://images.gr-assets.com/books/1327978178s/457264.jpg,"le deuxième sexe: i. les faits et les mythes, ii. l'expérience vécue",le deuxi me sexe i les faits et les mythes ii l exp rience v cue,Simone de Beauvoir,True,True,139,philosophy,181,107,21160,4.092958412098299,-0.002958412098299057,83.2422686045241,57.288820893891376,61.73095836520599,89.68418752048957,28.302371325538196,13.74931701453393,19.730521254507707,12.346191673041199,74.12840126762103
4115,17910054,17910054,25095506,51,805092994,9780805093000.0,Elizabeth Kolbert,2014.0,The Sixth Extinction: An Unnatural History,The Sixth Extinction: An Unnatural History,eng,4.09,21113,24757,3053,488,837,3914,10137,9381,https://images.gr-assets.com/books/1372677697m/17910054.jpg,https://images.gr-assets.com/books/1372677697s/17910054.jpg,the sixth extinction: an unnatural history,sixth extinction unnatural history,Elizabeth Kolbert,True,True,133,science,452,86,24757,4.094074403199095,-0.004074403199095578,82.48825264998361,51.262157141296036,61.73095836520599,96.11517866899793,28.04600590099443,12.302917713911048,21.145339307179544,12.346191673041199,73.84045459512623
3952,29430012,29430012,45743836,29,670026190,9780670026200.0,Amor Towles,2016.0,A Gentleman in Moscow,A Gentleman in Moscow,eng,4.37,33394,46320,7226,517,1244,4654,14274,25631,https://images.gr-assets.com/books/1459524472m/29430012.jpg,https://images.gr-assets.com/books/1459524472s/29430012.jpg,a gentleman in moscow,gentleman in moscow,Amor Towles,True,True,384,historical_fiction,1338,410,46320,4.3656735751295335,0.004326424870466639,95.47590427275708,32.20413069609879,94.98415473718718,66.26051797617747,32.46180745273741,7.728991367063709,14.577313954759044,18.996830947437438,73.7649437219976
3650,6748,6748,574,46,316925284,9780316925280.0,David Foster Wallace,1996.0,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,en-GB,4.28,23272,26763,2098,266,656,3045,10238,12558,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,a supposedly fun thing i'll never do again: essays and arguments,supposedly fun thing i ll never do again essays and arguments,David Foster Wallace,True,True,144,nonfiction,434,257,26763,4.276613234689684,0.003386765310316342,83.97442902415037,46.53043383236805,88.1870833788657,73.31439186974102,28.551305868211127,11.16730411976833,16.129166211343023,17.63741667577314,73.48519287509562
2794,30633,30633,14816053,85,6280897,9780006280900.0,C.S. Lewis,1960.0,The Four Loves,The Four Loves,en-US,4.16,29684,32510,1109,444,1001,5530,11563,13972,https://images.gr-assets.com/books/1276287504m/30633.jpg,https://images.gr-assets.com/books/1276287504s/30633.jpg,the four loves,four loves,C.S. Lewis,True,True,168,christian,94,101,32510,4.157120885881267,0.002879114118733206,86.66265981859907,36.258332422686046,72.91552835755655,93.04993989727899,29.465304338323683,8.70199978144465,20.47098677740138,14.583105671511312,73.22139656868103
3962,22544024,22544024,41824847,10,451419928,9780451419930.0,Susan Meissner,2015.0,Secrets of a Charmed Life,Secrets of a Charmed Life,eng,4.17,21375,25643,3102,236,569,3741,11265,9832,https://images.gr-assets.com/books/1403809486m/22544024.jpg,https://images.gr-assets.com/books/1403809486s/22544024.jpg,secrets of a charmed life,secrets of charmed life,Susan Meissner,True,True,269,historical_fiction,781,410,25643,4.1655422532465,0.004457746753500302,92.56911812916621,50.650202163697955,74.53830182493716,66.26051797617747,31.473500163916516,12.15604851928751,14.577313954759044,14.907660364987434,73.11452300295049
3655,11071466,11071466,15992791,30,1416990674,9781416990670.0,Morgan Matson,2012.0,Second Chance Summer,Second Chance Summer,eng,4.16,31983,34910,4483,478,1343,5767,11944,15378,https://images.gr-assets.com/books/1337189920m/11071466.jpg,https://images.gr-assets.com/books/1337189920s/11071466.jpg,second chance summer,second chance summer,Morgan Matson,True,True,144,contemporary,403,40,34910,4.157290174735033,0.002709825264966881,83.97442902415037,33.74494590755109,72.91552835755655,98.46464867227625,28.551305868211127,8.098787017812262,21.662222707900778,14.583105671511312,72.89542126543549
2175,16130,16130,1205304,6,143034758,9780143034760.0,Ron Chernow,2004.0,Alexander Hamilton,Alexander Hamilton,eng,4.26,46198,51554,4162,1034,1503,6338,17059,25620,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,alexander hamilton,alexander hamilton,Ron Chernow,True,True,384,history,1333,194,51554,4.255537882608527,0.004462117391472731,95.47590427275708,22.828106217899684,86.22008523658616,80.49939897278986,32.46180745273741,5.478745492295924,17.70986777401377,17.244017047317232,72.89443776636433
6799,23209971,23209971,42753077,16,812996348,9780812996340.0,Sara Nović,2015.0,Girl at War,Girl at War,eng,3.98,13827,15900,1987,111,474,3295,7736,4284,https://images.gr-assets.com/books/1414348859m/23209971.jpg,https://images.gr-assets.com/books/1414348859s/23209971.jpg,girl at war,girl at war,Sara Nović,True,True,266,historical_fiction,583,410,15900,3.9816352201257863,-0.0016352201257863186,92.45437657086657,74.38531308053766,44.650857829745384,66.26051797617747,31.434488034094638,17.852475139329037,14.577313954759044,8.930171565949077,72.79444869413179
3228,25614492,25614492,27126244,45,399160302,9780399160300.0,Ruta Sepetys,2016.0,Salt to the Sea,Salt to the Sea,eng,4.36,39406,45184,9031,300,749,4368,16513,23254,https://images.gr-assets.com/books/1437084512m/25614492.jpg,https://images.gr-assets.com/books/1437084512s/25614492.jpg,salt to the sea,salt to sea,Ruta Sepetys,True,True,388,historical_fiction,2956,410,45184,4.364907932011332,-0.0049079320113314395,95.59610971478527,27.177357665828872,94.50879685280297,66.26051797617747,32.50267730302699,6.522565839798929,14.577313954759044,18.901759370560594,72.50431646814556
2840,27071490,27071490,47113792,56,1101947136,9781101947140.0,Yaa Gyasi,2016.0,Homegoing,Homegoing,eng,4.41,41524,49984,7846,214,743,4520,17394,27113,https://images.gr-assets.com/books/1448108591m/27071490.jpg,https://images.gr-assets.com/books/1448108591s/27071490.jpg,homegoing,homegoing,Yaa Gyasi,True,True,329,historical_fiction,1707,410,49984,4.409431017925736,0.000568982074264035,94.24106655010381,25.64747022183368,96.47033111135394,66.26051797617747,32.041962627035296,6.155392853240083,14.577313954759044,19.29406622227079,72.06873565730521
2903,35519,35519,971052,46,385418868,9780385418870.0,"Joseph Campbell, Bill Moyers",1988.0,The Power of Myth,The Power of Myth,en-GB,4.3,32337,33914,1282,391,939,4456,10578,17550,https://images.gr-assets.com/books/1327878742m/35519.jpg,https://images.gr-assets.com/books/1327878742s/35519.jpg,the power of myth,power of myth,Joseph Campbell,True,True,139,history,237,194,33914,4.29613139116589,0.003868608834109999,83.2422686045241,33.29690744180964,90.19232870724511,80.49939897278986,28.302371325538196,7.991257786034312,17.70986777401377,18.038465741449023,72.0419626270353
1723,11710373,11710373,16657990,39,385344430,9780385344430.0,Diana Gabaldon,2014.0,Written in My Own Heart's Blood,"Written in My Own Heart's Blood (Outlander, #8)",eng,4.5,46663,62767,5617,336,924,5205,17069,39233,https://images.gr-assets.com/books/1365173799m/11710373.jpg,https://images.gr-assets.com/books/1365173799s/11710373.jpg,written in my own heart's blood,written in my own heart s blood,Diana Gabaldon,True,True,324,historical_fiction,1620,410,62767,4.496630394952762,0.0033696050472382666,94.12086110807562,22.55491203147197,98.76516227734675,66.26051797617747,32.001092776745715,5.413178887553273,14.577313954759044,19.753032455469352,71.74461807452738
1527,21413662,21413662,40714465,59,544272994,9780544273000.0,Randall Munroe,2014.0,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,eng,4.17,60236,71829,5437,1387,2708,10945,24313,32476,https://images.gr-assets.com/books/1451351509m/21413662.jpg,https://images.gr-assets.com/books/1451351509s/21413662.jpg,what if?: serious scientific answers to absurd hypothetical questions,what if serious scientific answers to absurd hypothetical questions,Randall Munroe,True,True,276,science,2312,86,71829,4.166423032479917,0.003576967520082519,92.85324008305103,17.156594907660367,74.53830182493716,96.11517866899793,31.570101628237353,4.1175827778384875,21.145339307179544,14.907660364987434,71.74068407824282
1833,348225,2641307,338512,32,60987510,9780060987510.0,Nancy E. Turner,1998.0,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories","These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories (Sarah Agnes Prine, #1)",eng,4.35,44669,54060,9362,611,1098,5495,18681,28175,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"these is my words: the diary of sarah agnes prine, 1881-1901, arizona territories",these is my words diary of sarah agnes prine 1881 1901 arizona territories,Nancy E. Turner,True,True,389,historical_fiction,1342,410,54060,4.345005549389567,0.004994450610432466,95.62342913342803,23.614905474811497,93.95694459621899,66.26051797617747,32.511965905365535,5.667577313954759,14.577313954759044,18.791388919243797,71.54824609332313
2946,66354,66354,64339,66,60920432,9780060920430.0,Mihaly Csikszentmihalyi,1990.0,Flow: The Psychology of Optimal Experience,Flow: The Psychology of Optimal Experience,eng,4.1,28619,32107,1485,605,1399,5507,11395,13201,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,flow: the psychology of optimal experience,flow psychology of optimal experience,Mihaly Csikszentmihalyi,True,True,174,self_help,304,102,32107,4.095960382471112,0.004039617528887263,87.26368702874004,37.72265326193859,63.211670855644186,91.38345536006995,29.669653589771613,9.05343678286526,20.104360179215387,12.642334171128837,71.4697847229811
2772,25893693,25893693,45775594,20,1101883073,9781101883080.0,Martha Hall Kelly,2016.0,Lilac Girls,Lilac Girls,eng,4.31,42421,55514,6679,562,1142,5877,21014,26919,https://images.gr-assets.com/books/1462850258m/25893693.jpg,https://images.gr-assets.com/books/1462850258s/25893693.jpg,lilac girls,lilac girls,Martha Hall Kelly,True,True,416,historical_fiction,1609,410,55514,4.3075260294700435,0.0024739705299561265,95.99497322696973,25.079226314064034,90.9572724292427,66.26051797617747,32.63829089716971,6.019014315375368,14.577313954759044,18.191454485848542,71.42607365315266
2161,18189606,18189606,25591533,23,1442435003,9781442435000.0,Morgan Matson,2014.0,Since You've Been Gone,Since You've Been Gone,eng,4.19,59705,64449,8622,888,2083,9489,23131,28858,https://images.gr-assets.com/books/1377702326m/18189606.jpg,https://images.gr-assets.com/books/1377702326s/18189606.jpg,since you've been gone,since you ve been gone,Morgan Matson,True,True,189,contemporary,1663,40,64449,4.19455693649242,-0.0045569364924196165,88.42749426292208,17.358758605616874,77.4232324336138,98.46464867227625,30.06534804939351,4.166102065348049,21.662222707900778,15.484646486722761,71.37831930936511
