book_key,goodreads_book_id,tag_id,tag_name,normalized_tag_name,canonical_genre,count
4602,275,10210,ebooks,ebooks,ebooks,12
7242,291,23831,poetry,poetry,poetry,63
7242,291,7457,classics,classics,classics,36
7242,291,23471,philosophy,philosophy,philosophy,32
7242,291,26138,romance,romance,romance,22
7242,291,10210,ebooks,ebooks,ebooks,5
7242,291,11305,fantasy,fantasy,fantasy,4
293,295,7457,classics,classics,classics,8727
293,295,11743,fiction,fiction,fiction,3299
293,295,33114,young-adult,young-adult,young_adult,769
293,295,14487,historical-fiction,historical-fiction,historical_fiction,724
293,295,6953,childrens,childrens,children,632
293,295,6857,children,children,children,494
293,295,11305,fantasy,fantasy,fantasy,412
293,295,10210,ebooks,ebooks,ebooks,199
293,295,14552,history,history,history,54
293,295,30358,thriller,thriller,thriller,47
5915,304,7457,classics,classics,classics,830
5915,304,11743,fiction,fiction,fiction,349
5915,304,14487,historical-fiction,historical-fiction,historical_fiction,56
5915,304,26138,romance,romance,romance,45
5915,304,10210,ebooks,ebooks,ebooks,16
94,320,7457,classics,classics,classics,5578
94,320,11743,fiction,fiction,fiction,262
94,320,8055,contemporary,contemporary,contemporary,175
94,320,26138,romance,romance,romance,114
397,343,11743,fiction,fiction,fiction,2637
397,343,14487,historical-fiction,historical-fiction,historical_fiction,1473
397,343,7457,classics,classics,classics,1307
397,343,14821,horror,horror,horror,888
397,343,20939,mystery,mystery,mystery,554
397,343,8517,crime,crime,crime,516
397,343,30358,thriller,thriller,thriller,493
397,343,11305,fantasy,fantasy,fantasy,310
397,343,8055,contemporary,contemporary,contemporary,158
397,343,29076,suspense,suspense,suspense,111
397,343,14552,history,history,history,106
6123,348,26837,science-fiction,science-fiction,science_fiction,764
6123,348,11743,fiction,fiction,fiction,204
6123,348,11305,fantasy,fantasy,fantasy,39
6123,348,7457,classics,classics,classics,29
6123,348,26816,science,science,science,27
6123,348,10210,ebooks,ebooks,ebooks,13
6123,348,31155,travel,travel,travel,12
6123,348,33114,young-adult,young-adult,young_adult,6
6123,348,26138,romance,romance,romance,4
371,350,26837,science-fiction,science-fiction,science_fiction,4665
371,350,11743,fiction,fiction,fiction,2069
371,350,7457,classics,classics,classics,914
371,350,11305,fantasy,fantasy,fantasy,424
371,350,23471,philosophy,philosophy,philosophy,136
371,350,26816,science,science,science,125
371,350,10210,ebooks,ebooks,ebooks,44
4034,353,26837,science-fiction,science-fiction,science_fiction,931
4034,353,11743,fiction,fiction,fiction,252
4034,353,11305,fantasy,fantasy,fantasy,58
4034,353,7457,classics,classics,classics,33
4034,353,26816,science,science,science,25
4034,353,26138,romance,romance,romance,11
7904,355,26837,science-fiction,science-fiction,science_fiction,484
7904,355,11743,fiction,fiction,fiction,240
7904,355,11305,fantasy,fantasy,fantasy,217
7904,355,15048,humor,humor,humor,45
7904,355,26816,science,science,science,15
7904,355,26138,romance,romance,romance,5
7904,355,7457,classics,classics,classics,4
7904,355,10210,ebooks,ebooks,ebooks,4
7904,355,23471,philosophy,philosophy,philosophy,4
1727,357,11743,fiction,fiction,fiction,1074
1727,357,11305,fantasy,fantasy,fantasy,1018
1727,357,26837,science-fiction,science-fiction,science_fiction,924
1727,357,20939,mystery,mystery,mystery,377
1727,357,15048,humor,humor,humor,221
1727,357,10210,ebooks,ebooks,ebooks,60
1727,357,26816,science,science,science,46
1727,357,8517,crime,crime,crime,44
1727,357,7457,classics,classics,classics,26
1727,357,8055,contemporary,contemporary,contemporary,22
5072,359,26837,science-fiction,science-fiction,science_fiction,505
5072,359,11305,fantasy,fantasy,fantasy,198
5072,359,11743,fiction,fiction,fiction,155
5072,359,15048,humor,humor,humor,73
5072,359,21773,nonfiction,nonfiction,nonfiction,49
5072,359,26816,science,science,science,44
5072,359,20939,mystery,mystery,mystery,36
5072,359,4605,biography,biography,biography,30
5072,359,10210,ebooks,ebooks,ebooks,19
5072,359,23471,philosophy,philosophy,philosophy,9
5072,359,7457,classics,classics,classics,7
1332,360,26837,science-fiction,science-fiction,science_fiction,2434
1332,360,11743,fiction,fiction,fiction,1318
1332,360,15048,humor,humor,humor,1162
1332,360,11305,fantasy,fantasy,fantasy,519
1332,360,7457,classics,classics,classics,120
1332,360,10210,ebooks,ebooks,ebooks,75
1332,360,26816,science,science,science,60
1332,360,33114,young-adult,young-adult,young_adult,23
1042,365,26837,science-fiction,science-fiction,science_fiction,489
1042,365,11743,fiction,fiction,fiction,452
1042,365,11305,fantasy,fantasy,fantasy,344
1042,365,15048,humor,humor,humor,295
1042,365,20939,mystery,mystery,mystery,199
1042,365,8517,crime,crime,crime,93
1042,365,10210,ebooks,ebooks,ebooks,86
1042,365,26816,science,science,science,68
1042,365,7457,classics,classics,classics,37
1042,365,31155,travel,travel,travel,24
1042,365,8055,contemporary,contemporary,contemporary,22
1042,365,22973,paranormal,paranormal,paranormal,21
561,378,11305,fantasy,fantasy,fantasy,2880
561,378,11743,fiction,fiction,fiction,1777
561,378,6953,childrens,childrens,children,1441
561,378,7457,classics,classics,classics,1334
561,378,33114,young-adult,young-adult,young_adult,999
561,378,6857,children,children,children,835
561,378,15048,humor,humor,humor,295
561,378,26837,science-fiction,science-fiction,science_fiction,52
9759,386,19733,memoir,memoir,memoir,280
9759,386,21773,nonfiction,nonfiction,nonfiction,99
9759,386,11743,fiction,fiction,fiction,56
9759,386,4605,biography,biography,biography,31
9759,386,23831,poetry,poetry,poetry,18
9759,386,8055,contemporary,contemporary,contemporary,6
9759,386,15048,humor,humor,humor,4
9232,400,11743,fiction,fiction,fiction,407
9232,400,14487,historical-fiction,historical-fiction,historical_fiction,128
9232,400,8055,contemporary,contemporary,contemporary,30
9232,400,14552,history,history,history,22
9232,400,7457,classics,classics,classics,18
9232,400,8517,crime,crime,crime,11
9232,400,30358,thriller,thriller,thriller,5
9232,400,4605,biography,biography,biography,5
3581,415,11743,fiction,fiction,fiction,378
3581,415,26837,science-fiction,science-fiction,science_fiction,234
3581,415,14487,historical-fiction,historical-fiction,historical_fiction,168
3581,415,7457,classics,classics,classics,79
3581,415,8055,contemporary,contemporary,contemporary,52
3581,415,14552,history,history,history,40
3581,415,26816,science,science,science,22
3581,415,11305,fantasy,fantasy,fantasy,20
3581,415,15048,humor,humor,humor,20
3581,415,10210,ebooks,ebooks,ebooks,18
3581,415,23471,philosophy,philosophy,philosophy,16
5146,424,21773,nonfiction,nonfiction,nonfiction,482
5146,424,19733,memoir,memoir,memoir,125
5146,424,14552,history,history,history,105
5146,424,7457,classics,classics,classics,96
5146,424,11743,fiction,fiction,fiction,73
5146,424,4605,biography,biography,biography,28
5146,424,8055,contemporary,contemporary,contemporary,11
5146,424,31155,travel,travel,travel,11
5146,424,23471,philosophy,philosophy,philosophy,10
5315,428,7457,classics,classics,classics,123
5315,428,8055,contemporary,contemporary,contemporary,50
5315,428,11743,fiction,fiction,fiction,16
5315,428,14487,historical-fiction,historical-fiction,historical_fiction,12
5315,428,19733,memoir,memoir,memoir,7
2337,431,11743,fiction,fiction,fiction,1071
2337,431,20939,mystery,mystery,mystery,301
2337,431,8055,contemporary,contemporary,contemporary,141
2337,431,8517,crime,crime,crime,89
2337,431,7457,classics,classics,classics,71
2337,431,30358,thriller,thriller,thriller,32
2337,431,10210,ebooks,ebooks,ebooks,16
5150,446,11743,fiction,fiction,fiction,406
5150,446,8055,contemporary,contemporary,contemporary,57
5150,446,15048,humor,humor,humor,5
5150,446,7457,classics,classics,classics,4
5150,446,26138,romance,romance,romance,4
6844,447,11743,fiction,fiction,fiction,284
6844,447,26138,romance,romance,romance,5
9905,449,11743,fiction,fiction,fiction,272
9905,449,8055,contemporary,contemporary,contemporary,37
9905,449,7457,classics,classics,classics,5
9905,449,23471,philosophy,philosophy,philosophy,4
1969,475,14552,history,history,history,560
1969,475,21773,nonfiction,nonfiction,nonfiction,230
1969,475,26816,science,science,science,222
1969,475,5951,business,business,business,26
1969,475,23471,philosophy,philosophy,philosophy,16
1969,475,10210,ebooks,ebooks,ebooks,15
3598,597,20673,music,music,music,304
3598,597,21773,nonfiction,nonfiction,nonfiction,163
3598,597,19733,memoir,memoir,memoir,116
3598,597,15048,humor,humor,humor,85
3598,597,31155,travel,travel,travel,40
3598,597,4605,biography,biography,biography,37
3598,597,11743,fiction,fiction,fiction,32
3598,597,8055,contemporary,contemporary,contemporary,14
3598,597,14552,history,history,history,7
3598,597,10210,ebooks,ebooks,ebooks,4
1392,599,21773,nonfiction,nonfiction,nonfiction,544
1392,599,15048,humor,humor,humor,333
1392,599,20673,music,music,music,162
1392,599,19733,memoir,memoir,memoir,71
1392,599,11743,fiction,fiction,fiction,45
1392,599,8055,contemporary,contemporary,contemporary,38
1392,599,23471,philosophy,philosophy,philosophy,29
1392,599,14552,history,history,history,18
1392,599,4605,biography,biography,biography,16
1392,599,28422,sports,sports,sports,16
1392,599,26816,science,science,science,8
8934,621,5951,business,business,business,74
8934,621,21773,nonfiction,nonfiction,nonfiction,49
8934,621,27095,self-help,self-help,self_help,41
546,629,23471,philosophy,philosophy,philosophy,2932
546,629,11743,fiction,fiction,fiction,1374
546,629,7457,classics,classics,classics,494
546,629,21773,nonfiction,nonfiction,nonfiction,441
546,629,31155,travel,travel,travel,297
546,629,19733,memoir,memoir,memoir,184
546,629,27095,self-help,self-help,self_help,121
546,629,4605,biography,biography,biography,115
546,629,8055,contemporary,contemporary,contemporary,47
546,629,10210,ebooks,ebooks,ebooks,39
546,629,5951,business,business,business,33
5120,647,21773,nonfiction,nonfiction,nonfiction,238
5120,647,5951,business,business,business,120
5120,647,14552,history,history,history,45
5120,647,23471,philosophy,philosophy,philosophy,41
5120,647,8055,contemporary,contemporary,contemporary,10
5120,647,26816,science,science,science,10
5120,647,11743,fiction,fiction,fiction,8
5120,647,10210,ebooks,ebooks,ebooks,7
498,656,7457,classics,classics,classics,7569
498,656,11743,fiction,fiction,fiction,3173
498,656,14487,historical-fiction,historical-fiction,historical_fiction,1366
498,656,14552,history,history,history,400
498,656,26138,romance,romance,romance,163
498,656,23471,philosophy,philosophy,philosophy,135
498,656,10210,ebooks,ebooks,ebooks,129
255,662,11743,fiction,fiction,fiction,4365
255,662,7457,classics,classics,classics,3165
255,662,23471,philosophy,philosophy,philosophy,1698
255,662,26837,science-fiction,science-fiction,science_fiction,326
255,662,5951,business,business,business,114
255,662,8055,contemporary,contemporary,contemporary,75
255,662,11305,fantasy,fantasy,fantasy,64
255,662,26138,romance,romance,romance,52
255,662,20939,mystery,mystery,mystery,45
255,662,10210,ebooks,ebooks,ebooks,42
255,662,14487,historical-fiction,historical-fiction,historical_fiction,37
255,662,26816,science,science,science,37
8688,665,23471,philosophy,philosophy,philosophy,537
8688,665,21773,nonfiction,nonfiction,nonfiction,71
8688,665,11743,fiction,fiction,fiction,41
8688,665,7457,classics,classics,classics,25
8688,665,14552,history,history,history,21
8688,665,8055,contemporary,contemporary,contemporary,17
8688,665,10210,ebooks,ebooks,ebooks,10
8688,665,27095,self-help,self-help,self_help,7
8688,665,5951,business,business,business,6
903,667,11743,fiction,fiction,fiction,1934
903,667,23471,philosophy,philosophy,philosophy,723
903,667,26837,science-fiction,science-fiction,science_fiction,517
903,667,7457,classics,classics,classics,439
903,667,11305,fantasy,fantasy,fantasy,104
903,667,10210,ebooks,ebooks,ebooks,65
903,667,33114,young-adult,young-adult,young_adult,57
903,667,26138,romance,romance,romance,27
903,667,8055,contemporary,contemporary,contemporary,23
4298,668,7457,classics,classics,classics,291
4298,668,23471,philosophy,philosophy,philosophy,231
4298,668,14487,historical-fiction,historical-fiction,historical_fiction,86
4298,668,14552,history,history,history,27
4298,668,11743,fiction,fiction,fiction,24
4298,668,26837,science-fiction,science-fiction,science_fiction,16
4298,668,26138,romance,romance,romance,9
4298,668,8055,contemporary,contemporary,contemporary,9
4298,668,10210,ebooks,ebooks,ebooks,9
8492,676,23831,poetry,poetry,poetry,1355
8492,676,11743,fiction,fiction,fiction,10
8492,676,8055,contemporary,contemporary,contemporary,10
8492,676,15048,humor,humor,humor,8
8492,676,21773,nonfiction,nonfiction,nonfiction,7
8492,676,7457,classics,classics,classics,3
8492,676,10210,ebooks,ebooks,ebooks,2
6870,698,11743,fiction,fiction,fiction,454
6870,698,8055,contemporary,contemporary,contemporary,50
6870,698,10210,ebooks,ebooks,ebooks,8
6870,698,6750,chick-lit,chick-lit,chick_lit,8
6870,698,14487,historical-fiction,historical-fiction,historical_fiction,5
3560,703,11743,fiction,fiction,fiction,431
3560,703,14487,historical-fiction,historical-fiction,historical_fiction,371
3560,703,14552,history,history,history,91
3560,703,26837,science-fiction,science-fiction,science_fiction,70
3560,703,8055,contemporary,contemporary,contemporary,42
3560,703,7457,classics,classics,classics,22
3560,703,11305,fantasy,fantasy,fantasy,20
1096,706,15048,humor,humor,humor,1583
1096,706,21773,nonfiction,nonfiction,nonfiction,401
1096,706,14552,history,history,history,336
1096,706,11743,fiction,fiction,fiction,141
1096,706,14487,historical-fiction,historical-fiction,historical_fiction,12
1096,706,4605,biography,biography,biography,7
1853,760,11743,fiction,fiction,fiction,812
1853,760,7457,classics,classics,classics,143
1853,760,26138,romance,romance,romance,124
1853,760,8055,contemporary,contemporary,contemporary,42
1853,760,10210,ebooks,ebooks,ebooks,24
1853,760,14487,historical-fiction,historical-fiction,historical_fiction,15
1224,771,26816,science,science,science,2944
1224,771,21773,nonfiction,nonfiction,nonfiction,484
1224,771,23471,philosophy,philosophy,philosophy,56
1224,771,10210,ebooks,ebooks,ebooks,33
1224,771,14552,history,history,history,14
1142,816,11743,fiction,fiction,fiction,1892
1142,816,26837,science-fiction,science-fiction,science_fiction,1536
1142,816,14487,historical-fiction,historical-fiction,historical_fiction,655
1142,816,30358,thriller,thriller,thriller,222
1142,816,14552,history,history,history,142
1142,816,26816,science,science,science,132
1142,816,11305,fantasy,fantasy,fantasy,124
1142,816,10210,ebooks,ebooks,ebooks,70
1142,816,8055,contemporary,contemporary,contemporary,50
1142,816,20939,mystery,mystery,mystery,47
5306,822,11743,fiction,fiction,fiction,495
5306,822,14487,historical-fiction,historical-fiction,historical_fiction,457
5306,822,26837,science-fiction,science-fiction,science_fiction,214
5306,822,11305,fantasy,fantasy,fantasy,162
5306,822,14552,history,history,history,94
5306,822,26816,science,science,science,28
5306,822,10210,ebooks,ebooks,ebooks,26
5306,822,23471,philosophy,philosophy,philosophy,8
3314,823,11743,fiction,fiction,fiction,856
3314,823,14487,historical-fiction,historical-fiction,historical_fiction,806
3314,823,26837,science-fiction,science-fiction,science_fiction,412
3314,823,11305,fantasy,fantasy,fantasy,318
3314,823,14552,history,history,history,149
3314,823,26816,science,science,science,64
3314,823,10210,ebooks,ebooks,ebooks,38
3314,823,23471,philosophy,philosophy,philosophy,20
3314,823,30358,thriller,thriller,thriller,11
1519,827,26837,science-fiction,science-fiction,science_fiction,1963
1519,827,11743,fiction,fiction,fiction,1015
1519,827,11305,fantasy,fantasy,fantasy,231
1519,827,26816,science,science,science,82
1519,827,10210,ebooks,ebooks,ebooks,50
1519,827,6857,children,children,children,14
442,830,26837,science-fiction,science-fiction,science_fiction,3911
442,830,11743,fiction,fiction,fiction,2190
442,830,11305,fantasy,fantasy,fantasy,325
442,830,26816,science,science,science,125
442,830,7457,classics,classics,classics,100
442,830,30358,thriller,thriller,thriller,88
442,830,10210,ebooks,ebooks,ebooks,74
442,830,15048,humor,humor,humor,46
442,830,20939,mystery,mystery,mystery,45
442,830,8055,contemporary,contemporary,contemporary,27
6937,840,21773,nonfiction,nonfiction,nonfiction,125
6937,840,5951,business,business,business,112
6937,840,2938,art,art,art,63
6937,840,26816,science,science,science,54
6937,840,23471,philosophy,philosophy,philosophy,19
6937,840,14552,history,history,history,10
6937,840,7457,classics,classics,classics,9
35,865,11743,fiction,fiction,fiction,9712
35,865,7457,classics,classics,classics,3089
35,865,11305,fantasy,fantasy,fantasy,2297
35,865,23471,philosophy,philosophy,philosophy,1979
35,865,8055,contemporary,contemporary,contemporary,520
35,865,27095,self-help,self-help,self_help,452
35,865,14487,historical-fiction,historical-fiction,historical_fiction,334
35,865,31155,travel,travel,travel,198
35,865,33114,young-adult,young-adult,young_adult,166
35,865,10210,ebooks,ebooks,ebooks,131
35,865,26138,romance,romance,romance,101
893,870,19052,manga,manga,manga,381
893,870,11743,fiction,fiction,fiction,107
893,870,26837,science-fiction,science-fiction,science_fiction,100
893,870,33114,young-adult,young-adult,young_adult,98
893,870,11305,fantasy,fantasy,fantasy,51
893,870,7778,comics,comics,comics,25
893,870,20939,mystery,mystery,mystery,18
893,870,26138,romance,romance,romance,9
4268,880,14487,historical-fiction,historical-fiction,historical_fiction,1215
4268,880,11743,fiction,fiction,fiction,532
4268,880,14552,history,history,history,178
4268,880,30358,thriller,thriller,thriller,90
4268,880,20939,mystery,mystery,mystery,53
4268,880,29076,suspense,suspense,suspense,23
4268,880,10210,ebooks,ebooks,ebooks,14
4268,880,7457,classics,classics,classics,10
4268,880,8517,crime,crime,crime,8
4268,880,31155,travel,travel,travel,6
