id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,book_key,lead_author,language_known,publication_year_known,early_title_key,strict_title_key,star_ratings_total,star_weighted_average,average_rating_star_gap,cleaned_rating_activity_count,cleaned_rating_activity_mean,reading_intent_count,main_genre,main_genre_tag_count,main_genre_book_count,demand_absolute_score,exposure_gap_score,genre_scarcity_score,quality_score,first_review_score,reader_intent_contribution,exposure_gap_contribution,genre_scarcity_contribution,quality_contribution,intent_per_cleaned_rating,relative_demand_score,relative_reader_intent_contribution,relative_review_score
5101,11472,11472,888905,33,312243359,9780312243360.0,Philip Gourevitch,1998.0,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,en-US,4.3,18716,19546,1331,205,420,2329,6920,9672,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5101,Philip Gourevitch,True,True,we wish to inform you that tomorrow we will be killed with our families,we wish to inform you that tomorrow we will be killed with our families,19546,4.301238104983117,-0.0012381049831171,100,4.13,145,nonfiction,412,257,84.10009834990711,57.09212107966343,73.31439186974102,90.19232870724512,76.4637744508797,28.59403343896842,13.702109059119222,16.129166211343023,18.038465741449023,1.45,84.00174844279313,28.560594470549667,76.43033548246095
5640,23317538,23317538,42872911,27,812995821,9780812995820.0,Brené Brown,2015.0,Rising Strong,Rising Strong,en-GB,4.19,22022,23919,1910,506,922,3320,8037,11134,https://images.gr-assets.com/books/1428641002m/23317538.jpg,https://images.gr-assets.com/books/1428641002s/23317538.jpg,5640,Brené Brown,True,True,rising strong,rising strong,23919,4.18612818261633,0.0038718173836702,100,4.13,154,self_help,359,102,85.14370014206098,49.12031471970276,91.38345536006996,77.4232324336138,76.32674024696755,28.948858048300732,11.788875532728662,20.104360179215387,15.48464648672276,1.54,85.00163916511858,28.90055731614032,76.27843951480713
6547,48834,48834,194624,16,689823959,9780689823950.0,Livia E. Bitton-Jackson,1997.0,I Have Lived A Thousand Years: Growing Up In The Holocaust,I Have Lived a Thousand Years,eng,4.17,15987,16411,757,295,481,2684,5709,7242,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6547,Livia E. Bitton-Jackson,True,True,i have lived a thousand years: growing up in the holocaust,i have lived thousand years growing up in holocaust,16411,4.165194077143379,0.0048059228566206,99,4.141414141414141,127,history,186,194,81.66867009070047,66.1129931155065,80.49939897278986,74.53830182493716,76.25199431756093,27.76734783083816,15.86711834772156,17.70986777401377,14.907660364987434,1.2828282828282829,81.73970057917167,27.79149819691837,76.27614468364114
4041,26891429,26891429,17359681,3,034550500X,9780345505000.0,Justin Cronin,2016.0,The City of Mirrors,"The City of Mirrors (The Passage, #3)",eng,4.2,16352,26873,3555,246,848,3897,10172,11710,https://images.gr-assets.com/books/1447866792m/26891429.jpg,https://images.gr-assets.com/books/1447866792s/26891429.jpg,4041,Justin Cronin,True,True,the city of mirrors,city of mirrors,26873,4.200163733115023,-0.0001637331150226,94,4.01063829787234,126,horror,499,236,81.49928969511528,64.83444432302481,76.00808654791827,78.84384220303792,75.76057261501475,27.7097584963392,15.560266637525954,16.721779040542017,15.768768440607586,1.3404255319148937,82.51557206862637,28.055294503332966,76.10610862200852
6659,26200563,26200563,46177490,12,1455539740,9781455539740.0,"Lin-Manuel Miranda, Jeremy McCarter",2016.0,Hamilton: The Revolution,Hamilton: The Revolution,eng,4.47,24800,25565,3339,693,530,1834,5496,17012,https://images.gr-assets.com/books/1451400644m/26200563.jpg,https://images.gr-assets.com/books/1451400644s/26200563.jpg,6659,Lin-Manuel Miranda,True,True,hamilton: the revolution,hamilton revolution,25565,4.470917269704675,-0.0009172697046748,100,4.45,181,nonfiction,681,257,87.89749754125232,43.55808108403453,73.31439186974102,98.2078461370342,76.10982406294394,29.88514916402579,10.453939460168288,16.129166211343023,19.641569227406844,1.81,87.82646705278113,29.860998797945584,76.08567369686372
2459,129650,129650,2897158,19,375413405,9780375413410.0,"Julia Child, Simone Beck, Louisette Bertholle",1961.0,Mastering the Art of French Cooking,Mastering the Art of French Cooking,en-US,4.33,34055,35315,434,631,902,4422,9757,19603,https://images.gr-assets.com/books/1333577773m/129650.jpg,https://images.gr-assets.com/books/1333577773s/129650.jpg,2459,Julia Child,True,True,mastering the art of french cooking,mastering art of french cooking,35315,4.325187597338242,0.0048124026617584,100,4.3,136,cookbooks,190,47,82.81062178996831,31.51568134630095,97.98929078789205,92.50355152442356,75.77772920992241,28.155611408589227,7.563763523112228,21.557643973336248,18.500710304884716,1.36,82.69588023166867,28.11659927876735,75.73871708010054
2831,8171378,8171378,13341052,26,679444327,9780679444330.0,Isabel Wilkerson,2010.0,The Warmth of Other Suns: The Epic Story of America's Great Migration ,The Warmth of Other Suns: The Epic Story of America's Great Migration,eng,4.31,31308,34610,4594,502,1069,3883,10772,18384,https://images.gr-assets.com/books/1433354252m/8171378.jpg,https://images.gr-assets.com/books/1433354252s/8171378.jpg,2831,Isabel Wilkerson,True,True,the warmth of other suns: the epic story of america's great migration,warmth of other suns epic story of america s great migration,34610,4.313695463738804,-0.0036954637388042,100,4.22,269,history,573,194,92.5691181291662,34.45525079226314,80.49939897278986,90.9572724292427,75.64408261392198,31.47350016391652,8.269260190143154,17.70986777401377,18.191454485848546,2.69,92.54179871052344,31.464211561577972,75.63479401158344
1909,875441,23316548,860779,62,393065782,9780393065790.0,Lawrence Hill,2007.0,The Book of Negroes,Someone Knows My Name,eng,4.44,22146,55294,5303,326,746,4525,18174,31523,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1909,Lawrence Hill,True,True,the book of negroes,book of negroes,55294,4.4435924331753895,-0.0035924331753891,98,4.306122448979592,172,historical_fiction,217,410,87.0396677958693,48.86351218446072,66.26051797617747,97.48114960113648,75.39427384985248,29.593487050595567,11.727242924270572,14.577313954759044,19.496229920227297,1.7551020408163265,87.32925363348268,29.691946235384112,75.49273303464102
7049,25733983,25733983,45572105,27,1101874937,9781101874940.0,Hope Jahren,2016.0,Lab Girl,Lab Girl,eng,4.04,16594,19798,3321,425,900,3506,7585,7382,https://images.gr-assets.com/books/1441826687m/25733983.jpg,https://images.gr-assets.com/books/1441826687s/25733983.jpg,7049,Hope Jahren,True,True,lab girl,lab girl,19798,4.040458632185069,-0.0004586321850688,100,4.14,134,science,601,86,82.61392197574035,63.82908971697082,96.11517866899791,53.51327723746039,75.25570975849634,28.088733471751723,15.318981532072996,21.145339307179544,10.702655447492075,1.34,82.47186099879794,28.0404327395913,75.20740902633591
2579,178357,178357,459137,8,349119759,9780349119760.0,David Sedaris,1998.0,SantaLand Diaries,SantaLand Diaries,en-US,4.33,38297,38509,393,284,797,4876,12574,19978,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2579,David Sedaris,True,True,santaland diaries,santaland diaries,38509,4.328650445350438,0.0013495546495621,100,4.35,157,humor,381,89,85.54256365424544,27.92044585291225,95.15899901650091,92.50355152442356,75.22106873565731,29.084471642443454,6.70090700469894,20.934979783630205,18.500710304884716,1.57,85.46060539831713,29.056605835427824,75.19320292864168
3488,40929,40929,40514,24,375756787,9780375756790.0,Edmund Morris,1979.0,The Rise of Theodore Roosevelt ,The Rise of Theodore Roosevelt,eng,4.25,26920,28423,1339,726,866,3377,9063,14391,https://images.gr-assets.com/books/1452010007m/40929.jpg,https://images.gr-assets.com/books/1452010007s/40929.jpg,3488,Edmund Morris,True,True,the rise of theodore roosevelt,rise of theodore roosevelt,28423,4.249938430144601,6.156985539895743e-05,100,4.26,150,biography,1134,118,84.69566167631952,40.061195497759805,88.45481368156486,85.07266965358977,74.88580483007323,28.79652496994864,9.614686919462352,19.46005900994427,17.014533930717956,1.5,84.58638400174844,28.759370560594473,74.84865042071905
3491,20342617,20342617,28323940,18,812994523,9780812994520.0,Bryan Stevenson,2014.0,Just Mercy: A Story of Justice and Redemption,Just Mercy: A Story of Justice and Redemption,eng,4.58,27173,32008,5356,223,371,1791,7720,21903,https://images.gr-assets.com/books/1420795201m/20342617.jpg,https://images.gr-assets.com/books/1420795201s/20342617.jpg,3491,Bryan Stevenson,True,True,just mercy: a story of justice and redemption,just mercy story of justice and redemption,32008,4.584260184953761,-0.0042601849537611,98,4.5,158,nonfiction,710,257,85.66276909627362,39.722434706589446,73.31439186974102,99.46453939460169,74.68079991257785,29.125341492733032,9.533384329581466,16.129166211343023,19.89290787892034,1.6122448979591837,85.80483007321604,29.173642224893456,74.72910064473828
2263,7501962,7501962,6801520,37,1595551387,9781595551380.0,Eric Metaxas,2009.0,"Bonhoeffer: Pastor, Martyr, Prophet, Spy","Bonhoeffer: Pastor, Martyr, Prophet, Spy",eng,4.23,35611,38613,2924,1234,1342,4577,11574,19886,https://images.gr-assets.com/books/1298218180m/7501962.jpg,https://images.gr-assets.com/books/1298218180s/7501962.jpg,2263,Eric Metaxas,True,True,"bonhoeffer: pastor, martyr, prophet, spy",bonhoeffer pastor martyr prophet spy,38613,4.231087975552275,-0.0010879755522745,100,4.18,266,biography,326,118,92.45437657086656,30.258988088733474,88.45481368156486,82.67948858048301,74.69260190143154,31.43448803409464,7.262157141296034,19.46005900994427,16.535897716096603,2.66,92.42159326849524,31.423341711288383,74.68145557862529
6037,18736925,18736925,26224121,68,067443000X,9780674430010.0,"Thomas Piketty, Arthur Goldhammer",2013.0,Le capital au XXIe siècle ,Capital in the Twenty-First Century,eng,4.01,13045,15081,1363,474,734,2573,5653,5647,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6037,Thomas Piketty,True,True,le capital au xxie siècle,le capital au xxie siècle,15081,4.012200782441482,-0.0022007824414824,96,4.03125,133,history,303,194,82.48825264998361,77.93683750409791,80.49939897278986,49.30062288274505,74.32083925254071,28.04600590099443,18.704841000983496,17.70986777401377,9.860124576549012,1.3854166666666667,82.99639383673916,28.218773904491314,74.49360725603759
5327,457264,457264,879666,126,679724516,9780679724510.0,"Simone de Beauvoir, H.M. Parshley, Deirdre Bair",1949.0,"Le deuxième sexe: I. Les faits et les mythes, II. L'expérience vécue",The Second Sex,eng,4.09,18648,21160,833,243,794,3876,8087,8160,https://images.gr-assets.com/books/1327978178m/457264.jpg,https://images.gr-assets.com/books/1327978178s/457264.jpg,5327,Simone de Beauvoir,True,True,"le deuxième sexe: i. les faits et les mythes, ii. l'expérience vécue",le deuxième sexe i les faits et les mythes ii l expérience vécue,21160,4.092958412098299,-0.002958412098299,100,4.08,139,philosophy,181,107,83.2422686045241,57.288820893891376,89.68418752048957,61.73095836520599,74.12840126762103,28.3023713255382,13.74931701453393,19.730521254507707,12.3461916730412,1.39,83.11113539503879,28.257786034313188,74.08381597639602
3952,29430012,29430012,45743836,29,670026190,9780670026200.0,Amor Towles,2016.0,A Gentleman in Moscow,A Gentleman in Moscow,eng,4.37,33394,46320,7226,517,1244,4654,14274,25631,https://images.gr-assets.com/books/1459524472m/29430012.jpg,https://images.gr-assets.com/books/1459524472s/29430012.jpg,3952,Amor Towles,True,True,a gentleman in moscow,gentleman in moscow,46320,4.3656735751295335,0.0043264248704666,98,4.326530612244898,384,historical_fiction,1338,410,95.47590427275708,32.20413069609879,66.26051797617747,94.98415473718718,73.7649437219976,32.46180745273741,7.728991367063709,14.577313954759044,18.99683094743744,3.9183673469387754,95.64528466834226,32.51939678723637,73.82253305649655
4115,17910054,17910054,25095506,51,805092994,9780805093000.0,Elizabeth Kolbert,2014.0,The Sixth Extinction: An Unnatural History,The Sixth Extinction: An Unnatural History,eng,4.09,21113,24757,3053,488,837,3914,10137,9381,https://images.gr-assets.com/books/1372677697m/17910054.jpg,https://images.gr-assets.com/books/1372677697s/17910054.jpg,4115,Elizabeth Kolbert,True,True,the sixth extinction: an unnatural history,sixth extinction unnatural history,24757,4.094074403199095,-0.0040744031990955,100,4.17,133,science,452,86,82.48825264998361,51.26215714129604,96.11517866899791,61.73095836520599,73.84045459512623,28.04600590099443,12.302917713911048,21.145339307179544,12.3461916730412,1.33,82.35165555676976,27.999562889301718,73.79401158343352
3650,6748,6748,574,46,316925284,9780316925280.0,David Foster Wallace,1996.0,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,en-GB,4.28,23272,26763,2098,266,656,3045,10238,12558,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3650,David Foster Wallace,True,True,a supposedly fun thing i'll never do again: essays and arguments,supposedly fun thing i ll never do again essays and arguments,26763,4.276613234689684,0.0033867653103163,100,4.11,144,nonfiction,434,257,83.97442902415037,46.53043383236805,73.31439186974102,88.1870833788657,73.48519287509562,28.551305868211127,11.16730411976833,16.129166211343023,17.63741667577314,1.44,83.8870068844935,28.521582340727793,73.45546934761228
2794,30633,30633,14816053,85,6280897,9780006280900.0,C.S. Lewis,1960.0,The Four Loves,The Four Loves,en-US,4.16,29684,32510,1109,444,1001,5530,11563,13972,https://images.gr-assets.com/books/1276287504m/30633.jpg,https://images.gr-assets.com/books/1276287504s/30633.jpg,2794,C.S. Lewis,True,True,the four loves,four loves,32510,4.157120885881267,0.0028791141187332,100,4.09,168,christian,94,101,86.66265981859907,36.258332422686046,93.049939897279,72.91552835755655,73.22139656868103,29.465304338323683,8.70199978144465,20.47098677740138,14.583105671511312,1.68,86.61348486504207,29.448584854114305,73.20467708447165
3962,22544024,22544024,41824847,10,451419928,9780451419930.0,Susan Meissner,2015.0,Secrets of a Charmed Life,Secrets of a Charmed Life,eng,4.17,21375,25643,3102,236,569,3741,11265,9832,https://images.gr-assets.com/books/1403809486m/22544024.jpg,https://images.gr-assets.com/books/1403809486s/22544024.jpg,3962,Susan Meissner,True,True,secrets of a charmed life,secrets of charmed life,25643,4.1655422532465,0.0044577467535003,100,3.91,269,historical_fiction,781,410,92.5691181291662,50.65020216369796,66.26051797617747,74.53830182493716,73.11452300295049,31.47350016391652,12.15604851928751,14.577313954759044,14.907660364987434,2.69,92.54179871052344,31.464211561577972,73.10523440061196
3655,11071466,11071466,15992791,30,1416990674,9781416990670.0,Morgan Matson,2012.0,Second Chance Summer,Second Chance Summer,eng,4.16,31983,34910,4483,478,1343,5767,11944,15378,https://images.gr-assets.com/books/1337189920m/11071466.jpg,https://images.gr-assets.com/books/1337189920s/11071466.jpg,3655,Morgan Matson,True,True,second chance summer,second chance summer,34910,4.157290174735033,0.0027098252649668,96,3.9375,144,contemporary,403,40,83.97442902415037,33.74494590755109,98.46464867227624,72.91552835755655,72.89542126543549,28.551305868211127,8.098787017812262,21.662222707900774,14.583105671511312,1.5,84.58638400174844,28.759370560594473,73.10348595781882
2175,16130,16130,1205304,6,143034758,9780143034760.0,Ron Chernow,2004.0,Alexander Hamilton,Alexander Hamilton,eng,4.26,46198,51554,4162,1034,1503,6338,17059,25620,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2175,Ron Chernow,True,True,alexander hamilton,alexander hamilton,51554,4.255537882608527,0.0044621173914727,98,4.224489795918367,384,history,1333,194,95.47590427275708,22.828106217899684,80.49939897278986,86.22008523658616,72.89443776636433,32.46180745273741,5.478745492295924,17.70986777401377,17.244017047317232,3.9183673469387754,95.64528466834226,32.51939678723637,72.95202710086329
6605,49322,49322,898491,25,761123695,9780761123700.0,Marti Olsen Laney,2002.0,The Introvert Advantage: How to Thrive in an Extrovert World,The Introvert Advantage: How to Thrive in an Extrovert World,eng,3.88,12950,13581,756,344,934,3216,4602,4485,https://images.gr-assets.com/books/1348042078m/49322.jpg,https://images.gr-assets.com/books/1348042078s/49322.jpg,6605,Marti Olsen Laney,True,True,the introvert advantage: how to thrive in an extrovert world,introvert advantage how to thrive in extrovert world,13581,3.8799057506810986,9.424931890134049e-05,72,3.6666666666666665,97,self_help,229,102,75.60375915200524,78.29745383018249,91.38345536006996,29.1443558081084,70.42989837176265,25.705278111681785,18.7913889192438,20.104360179215387,5.828871161621681,1.3472222222222223,82.54835537099771,28.066440826139225,72.7910610862201
6799,23209971,23209971,42753077,16,812996348,9780812996340.0,Sara Nović,2015.0,Girl at War,Girl at War,eng,3.98,13827,15900,1987,111,474,3295,7736,4284,https://images.gr-assets.com/books/1414348859m/23209971.jpg,https://images.gr-assets.com/books/1414348859s/23209971.jpg,6799,Sara Nović,True,True,girl at war,girl at war,15900,3.9816352201257854,-0.0016352201257863,100,3.72,266,historical_fiction,583,410,92.45437657086656,74.38531308053766,66.26051797617747,44.65085782974538,72.79444869413179,31.43448803409464,17.852475139329037,14.577313954759044,8.930171565949077,2.66,92.42159326849524,31.423341711288383,72.78330237132553
3228,25614492,25614492,27126244,45,399160302,9780399160300.0,Ruta Sepetys,2016.0,Salt to the Sea,Salt to the Sea,eng,4.36,39406,45184,9031,300,749,4368,16513,23254,https://images.gr-assets.com/books/1437084512m/25614492.jpg,https://images.gr-assets.com/books/1437084512s/25614492.jpg,3228,Ruta Sepetys,True,True,salt to the sea,salt to sea,45184,4.364907932011332,-0.0049079320113314,100,4.28,388,historical_fiction,2956,410,95.59610971478529,27.177357665828872,66.26051797617747,94.50879685280296,72.50431646814556,32.50267730302699,6.522565839798929,14.577313954759044,18.901759370560598,3.88,95.56332641241394,32.491530980220745,72.4931701453393
2840,27071490,27071490,47113792,56,1101947136,9781101947140.0,Yaa Gyasi,2016.0,Homegoing,Homegoing,eng,4.41,41524,49984,7846,214,743,4520,17394,27113,https://images.gr-assets.com/books/1448108591m/27071490.jpg,https://images.gr-assets.com/books/1448108591s/27071490.jpg,2840,Yaa Gyasi,True,True,homegoing,homegoing,49984,4.409431017925736,0.000568982074264,100,4.4,329,historical_fiction,1707,410,94.2410665501038,25.64747022183368,66.26051797617747,96.47033111135394,72.06873565730521,32.041962627035296,6.155392853240083,14.577313954759044,19.29406622227079,3.29,94.20828324773248,32.03081630422905,72.05758933449896
2903,35519,35519,971052,46,385418868,9780385418870.0,"Joseph Campbell, Bill Moyers",1988.0,The Power of Myth,The Power of Myth,en-GB,4.3,32337,33914,1282,391,939,4456,10578,17550,https://images.gr-assets.com/books/1327878742m/35519.jpg,https://images.gr-assets.com/books/1327878742s/35519.jpg,2903,Joseph Campbell,True,True,the power of myth,power of myth,33914,4.29613139116589,0.0038686088341099,100,4.19,139,history,237,194,83.2422686045241,33.29690744180964,80.49939897278986,90.19232870724512,72.0419626270353,28.3023713255382,7.991257786034312,17.70986777401377,18.038465741449023,1.39,83.11113539503879,28.257786034313188,71.9973773358103
